n_ops, s_size, gpu, cpu
8388608,20000,3.5904e-05,0.007488704
8388608,20000,9.168e-05,0.007240896
8388608,20000,7.6512e-05,0.00708128
8388608,20000,3.696e-05,0.007916
8388608,20000,3.4304e-05,0.008427808
8388608,20000,3.5072e-05,0.0070472
8388608,200000,0.000341472,0.00785344
8388608,200000,0.000164448,0.007735328
8388608,200000,0.000167456,0.007100672
8388608,200000,0.000162048,0.007959936
8388608,200000,0.000167712,0.00687312
8388608,200000,0.000168768,0.009382816
8388608,200000,0.00038464,0.007756608
8388608,200000,0.000169184,0.007334528
8388608,200000,0.000206784,0.007999872
8388608,200000,0.000163616,0.00823568
16777216,2000,3.936e-05,0.01420746
16777216,2000,2.8768e-05,0.01622509
16777216,2000,2.5856e-05,0.01485357
16777216,2000,3.2e-05,0.01549155
16777216,2000,2.6752e-05,0.01523728
16777216,2000,9.616e-05,0.01463386
16777216,2000,6.7232e-05,0.01671446
16777216,2000,6.5408e-05,0.01533206
16777216,2000,2.656e-05,0.0147544
16777216,2000,2.5792e-05,0.01380147
16777216,20000,4.0832e-05,0.01412432
16777216,20000,8.3616e-05,0.01610944
16777216,20000,8.7264e-05,0.01345984
16777216,20000,3.9456e-05,0.01345277
16777216,20000,3.8784e-05,0.01530464
16777216,20000,3.4784e-05,0.01506653
16777216,20000,8.112e-05,0.01430515
16777216,20000,8.1344e-05,0.01445594
16777216,20000,3.68e-05,0.01396474
16777216,20000,3.6224e-05,0.01464358
16777216,200000,0.000315872,0.01460362
16777216,200000,0.000166656,0.01483587
16777216,200000,0.00016944,0.01586829
16777216,200000,0.000163648,0.01503571
16777216,200000,0.000167872,0.01616182
16777216,200000,0.000168064,0.01462109
16777216,200000,0.000167872,0.01564438
16777216,200000,0.000182592,0.01646931
16777216,200000,0.000197376,0.01522752
16777216,200000,0.000162304,0.01561491
33554432,2000,7.8784e-05,0.0292216
33554432,2000,7.9744e-05,0.03223603
33554432,2000,3.568e-05,0.02892589
33554432,2000,2.6752e-05,0.0300368
33554432,2000,3.0016e-05,0.02899949
33554432,2000,2.6656e-05,0.03374487
33554432,2000,3.008e-05,0.03091834
33554432,2000,2.608e-05,0.03045894
33554432,2000,2.5792e-05,0.02844691
33554432,2000,2.6144e-05,0.03162861
33554432,20000,4.1088e-05,0.02882915
33554432,20000,3.5744e-05,0.03015667
33554432,20000,3.6384e-05,0.03110621
33554432,20000,3.6064e-05,0.02917197
33554432,20000,4.0032e-05,0.03225491
33554432,20000,3.696e-05,0.03097878
33554432,20000,7.712e-05,0.03186387
33554432,20000,3.8336e-05,0.02851235
33554432,20000,3.6e-05,0.03006109
33554432,20000,3.4624e-05,0.03085437
33554432,200000,0.00032848,0.02977706
33554432,200000,0.000218144,0.02958131
33554432,200000,0.000163168,0.02963642
33554432,200000,0.000161632,0.02756637
33554432,200000,0.000161248,0.03043718
33554432,200000,0.000162816,0.02866112
33554432,200000,0.00016016,0.02839478
33554432,200000,0.000169984,0.02940326
33554432,200000,0.000165344,0.02785469
33554432,200000,0.000162144,0.0281104
67108864,2000,3.4368e-05,0.05710026
67108864,2000,4.3392e-05,0.05981757
67108864,2000,6.7936e-05,0.05968624
67108864,2000,7.36e-05,0.05722019
67108864,2000,4.016e-05,0.05614202
67108864,2000,3.4912e-05,0.05690458
67108864,2000,2.7648e-05,0.05867552
67108864,2000,5.5456e-05,0.06217418
67108864,2000,2.9088e-05,0.05896467
67108864,2000,3.6288e-05,0.05915261
67108864,20000,8.368e-05,0.05766631
67108864,20000,0.00019744,0.05945088
67108864,20000,4.1216e-05,0.05908595
67108864,20000,3.6256e-05,0.06124093
67108864,20000,3.8656e-05,0.06074637
67108864,20000,3.5776e-05,0.0579159
67108864,20000,3.6352e-05,0.05903411
67108864,20000,3.6448e-05,0.06190221
67108864,20000,4.8896e-05,0.06074595
67108864,20000,8.0832e-05,0.06259216
67108864,200000,0.000381344,0.06120797
67108864,200000,0.000176224,0.05775194
67108864,200000,0.000168512,0.05820112
67108864,200000,0.000160896,0.06160995
67108864,200000,0.000170976,0.05797027
67108864,200000,0.000161088,0.05919402
67108864,200000,0.000168192,0.05904922
67108864,200000,0.00020368,0.05825536
67108864,200000,0.00021296,0.06077459
67108864,200000,0.000163008,0.05876931
134217728,2000,3.92e-05,0.1168362
134217728,2000,3.104e-05,0.1182711
134217728,2000,2.8352e-05,0.1188343
134217728,2000,9.056e-05,0.1252059
134217728,2000,8.048e-05,0.1177716
134217728,2000,3.2896e-05,0.1191621
134217728,2000,3.12e-05,0.1185994
134217728,2000,6.7712e-05,0.1133624
134217728,2000,7.5072e-05,0.1198313
134217728,2000,2.9152e-05,0.114665
134217728,20000,4.0736e-05,0.1181021
134217728,20000,5.3728e-05,0.1191374
134217728,20000,9.1168e-05,0.1238391
134217728,20000,6.2176e-05,0.1226656
134217728,20000,4.1184e-05,0.1163248
134217728,20000,3.6288e-05,0.1184625
134217728,20000,8.6944e-05,0.1151287
134217728,20000,3.7888e-05,0.1174877
134217728,20000,3.7536e-05,0.1179557
134217728,20000,3.7408e-05,0.1247235
134217728,200000,0.000383872,0.1225073
134217728,200000,0.000180928,0.1231844
134217728,200000,0.000168544,0.1192492
134217728,200000,0.000163552,0.120142
134217728,200000,0.000225024,0.1184531
134217728,200000,0.000210752,0.1187461
134217728,200000,0.000208,0.119318
134217728,200000,0.00016992,0.1170489
134217728,200000,0.000228032,0.1181692
134217728,200000,0.000219168,0.1164205
268435456,2000,4.3392e-05,0.2505449
268435456,2000,7.6192e-05,0.2388209
268435456,2000,7.9072e-05,0.2339746
268435456,2000,4.8128e-05,0.2372375
268435456,2000,8.4896e-05,0.2360603
268435456,2000,3.3024e-05,0.2393834
268435456,2000,7.7376e-05,0.2438755
268435456,2000,3.2352e-05,0.2453544
268435456,2000,9.232e-05,0.2418444
268435456,2000,3.4176e-05,0.2375523
268435456,20000,9.5136e-05,0.2353626
268435456,20000,3.8848e-05,0.2395195
268435456,20000,0.000104,0.2404658
268435456,20000,4.928e-05,0.2381565
268435456,20000,9.296e-05,0.2345187
268435456,20000,4.256e-05,0.2358329
268435456,20000,9.632e-05,0.2379043
268435456,20000,4.8096e-05,0.2345938
268435456,20000,8.6432e-05,0.2303694
268435456,20000,3.9744e-05,0.238018
268435456,200000,0.000522752,0.232168
268435456,200000,0.000233472,0.23466
268435456,200000,0.000186784,0.2374252
268435456,200000,0.000222752,0.2317577
268435456,200000,0.00018768,0.2371814
268435456,200000,0.00022176,0.2340139
268435456,200000,0.000165568,0.2299245
268435456,200000,0.00021584,0.2362579
268435456,200000,0.000166336,0.2411879
268435456,200000,0.000232736,0.2400696
536870912,2000,4.5824e-05,0.4787108
536870912,2000,8.2912e-05,0.4699408
536870912,2000,9.312e-05,0.4783181
536870912,2000,8.544e-05,0.4735199
536870912,2000,9.3888e-05,0.4751867
536870912,2000,8.3168e-05,0.4688368
536870912,2000,9.1968e-05,0.4750638
536870912,2000,9.0144e-05,0.4870325
536870912,2000,9.4464e-05,0.4741618
536870912,2000,8.528e-05,0.4750238
536870912,20000,9.7312e-05,0.4710386
536870912,20000,9.2832e-05,0.4744738
536870912,20000,9.7088e-05,0.4743477
536870912,20000,0.000105376,0.4727595
536870912,20000,9.6192e-05,0.4755709
536870912,20000,0.000100768,0.4757598
536870912,20000,9.9136e-05,0.4790674
536870912,20000,9.872e-05,0.4716655
536870912,20000,0.000126144,0.4843342
536870912,20000,9.7856e-05,0.467249
536870912,200000,0.00039168,0.4805083
536870912,200000,0.00023952,0.4688838
536870912,200000,0.00022384,0.4789642
536870912,200000,0.000236672,0.4765227
536870912,200000,0.000219712,0.4777995
536870912,200000,0.000240192,0.4708829
536870912,200000,0.000230528,0.4904229
536870912,200000,0.0002344,0.477082
536870912,200000,0.000232128,0.4766247
536870912,200000,0.000235392,0.4753179
1073741824,2000,8.8352e-05,0.9572084
1073741824,2000,9.1616e-05,0.9549271
1073741824,2000,9.3312e-05,0.9657391
1073741824,2000,9.2128e-05,0.9538309
1073741824,2000,9.6032e-05,0.9464032
1073741824,2000,9.8656e-05,0.9392071
1073741824,2000,9.344e-05,0.9608141
1073741824,2000,9.3984e-05,0.9445939
1073741824,2000,9.328e-05,0.9644975
1073741824,2000,9.232e-05,0.9557415
1073741824,20000,9.9968e-05,0.9672397
1073741824,20000,9.9904e-05,0.9489366
1073741824,20000,9.8048e-05,0.940279
1073741824,20000,0.000105344,0.9527271
1073741824,20000,9.712e-05,0.9432708
1073741824,20000,0.000101216,0.9524708
1073741824,20000,0.000249984,0.9473498
1073741824,20000,0.0001,0.9611235
1073741824,20000,9.8368e-05,0.9509725
1073741824,20000,0.000100192,0.9513389
1073741824,200000,0.000386304,0.9442893
1073741824,200000,0.000230016,0.9544525
1073741824,200000,0.000237984,0.9568109
1073741824,200000,0.00025344,0.9761163
1073741824,200000,0.000229248,0.945558
1073741824,200000,0.000227008,0.9514899
1073741824,200000,0.000233888,0.9594161
1073741824,200000,0.000231168,0.9455117
1073741824,200000,0.000236352,0.953552
1073741824,200000,0.000251584,0.9464264
2147483648,2000,9.2416e-05,1.916126
2147483648,2000,9.4272e-05,1.919249
2147483648,2000,9.6e-05,1.903669
2147483648,2000,9.6864e-05,1.904006
2147483648,2000,0.00014528,1.919225
2147483648,2000,9.3312e-05,1.889783
2147483648,2000,9.2704e-05,1.914861
2147483648,2000,9.2896e-05,1.891459
2147483648,2000,9.5488e-05,1.900966
2147483648,2000,0.000100864,1.908074
2147483648,20000,0.000102688,1.895226
2147483648,20000,9.92e-05,1.913441
2147483648,20000,9.7984e-05,1.893926
2147483648,20000,0.000105248,1.894592
2147483648,20000,0.000101024,1.906911
2147483648,20000,9.7248e-05,1.922356
2147483648,20000,9.9968e-05,1.901263
2147483648,20000,0.000100352,1.885118
2147483648,20000,9.8784e-05,1.905771
2147483648,20000,0.000103392,1.894716
2147483648,200000,0.000385376,1.879639
2147483648,200000,0.000230528,1.897727
2147483648,200000,0.000233248,1.907794
2147483648,200000,0.000229792,1.902568
2147483648,200000,0.000239936,1.912631
2147483648,200000,0.000240832,1.919332
2147483648,200000,0.000230464,1.919629
2147483648,200000,0.000234528,1.89471
2147483648,200000,0.00023664,1.917805
2147483648,200000,0.000233408,1.932682
4294967296,2000,9.568e-05,3.794368
4294967296,2000,9.3888e-05,3.806586
4294967296,2000,9.28e-05,3.791941
4294967296,2000,9.6288e-05,3.837476
4294967296,2000,9.6544e-05,3.828344
4294967296,2000,9.4336e-05,3.792491
4294967296,2000,9.4272e-05,3.804225
4294967296,2000,9.3152e-05,3.800215
4294967296,2000,9.6576e-05,3.814956
4294967296,2000,0.000119904,3.819409
4294967296,20000,0.0001032,3.809837
4294967296,20000,0.000103072,3.829404
4294967296,20000,0.0001,3.789433
4294967296,20000,0.000105472,3.795699
4294967296,20000,0.00010352,3.829104
4294967296,20000,0.00010064,3.796771
4294967296,20000,0.000101856,3.795902
4294967296,20000,0.000102752,3.816023
4294967296,20000,0.000101024,3.771769
4294967296,20000,0.000104256,3.827631
4294967296,200000,0.00043168,3.783319
4294967296,200000,0.000232416,3.80871
4294967296,200000,0.000234848,3.788249
4294967296,200000,0.00023536,3.818999
4294967296,200000,0.000231776,3.819308
4294967296,200000,0.00023312,3.791651
4294967296,200000,0.00023664,3.792417
4294967296,200000,0.00025328,3.811819
4294967296,200000,0.000236,3.784821
4294967296,200000,0.000235648,3.818838
8589934592,2000,9.5808e-05,7.617443
8589934592,2000,9.8464e-05,7.633317
8589934592,2000,9.648e-05,7.602402
8589934592,2000,9.6576e-05,7.593125
8589934592,2000,9.7856e-05,7.569725
8589934592,2000,9.9392e-05,7.63612
8589934592,2000,9.9008e-05,7.602274
8589934592,2000,9.4272e-05,7.622325
8589934592,2000,9.44e-05,7.646229
8589934592,2000,9.472e-05,7.739105
8589934592,20000,0.000102624,7.558916
8589934592,20000,0.000100672,7.581928
8589934592,20000,9.9424e-05,7.597889
8589934592,20000,9.872e-05,7.522661
8589934592,20000,0.000101664,7.547326
8589934592,20000,9.8144e-05,7.572604
8589934592,20000,9.6544e-05,7.52275
8589934592,20000,0.000101344,7.505988
8589934592,20000,9.68e-05,7.534837
8589934592,20000,9.6e-05,7.542501
8589934592,200000,0.000391616,7.556813
8589934592,200000,0.000233184,7.516994
8589934592,200000,0.000238016,7.56897
8589934592,200000,0.000239872,7.49908
8589934592,200000,0.000228096,7.536909
8589934592,200000,0.000230368,7.560032
8589934592,200000,0.000229376,7.551777
8589934592,200000,0.000230048,7.520345
8589934592,200000,0.000227936,7.523825
8589934592,200000,0.000234176,7.55501
