offset, naive, coalesced
15,1.7312e-05,8.4992e-05
15,1.936e-05,8.4992e-05
15,1.7024e-05,8.4704e-05
15,1.6992e-05,8.4992e-05
15,1.6832e-05,8.4256e-05
15,1.7888e-05,8.4992e-05
15,1.7728e-05,8.6016e-05
15,1.7568e-05,8.3968e-05
15,1.9008e-05,8.4992e-05
15,1.9264e-05,8.416e-05
15,1.8944e-05,8.656e-05
15,1.7504e-05,8.4992e-05
15,1.7184e-05,8.4992e-05
15,1.7952e-05,8.6016e-05
15,1.7792e-05,8.6016e-05
15,1.7376e-05,8.4384e-05
15,1.7408e-05,8.6016e-05
15,1.9584e-05,8.3968e-05
15,1.7632e-05,8.5728e-05
15,1.7568e-05,8.4992e-05
15,1.6576e-05,8.4672e-05
15,1.7152e-05,8.4992e-05
15,1.7472e-05,8.6496e-05
15,1.808e-05,8.4576e-05
15,1.9104e-05,8.5536e-05
15,1.8624e-05,8.3808e-05
15,1.7664e-05,8.8544e-05
15,1.7312e-05,8.5536e-05
15,1.8336e-05,8.3968e-05
15,1.8016e-05,8.4992e-05
15,1.7952e-05,8.5728e-05
15,1.6928e-05,8.368e-05
15,1.7728e-05,8.6592e-05
15,1.8912e-05,8.496e-05
15,1.7024e-05,8.496e-05
15,1.7216e-05,8.448e-05
15,1.776e-05,8.4832e-05
15,1.7504e-05,8.656e-05
15,1.8176e-05,8.7008e-05
15,1.7536e-05,8.4512e-05
15,1.712e-05,8.4992e-05
15,1.9104e-05,8.3968e-05
15,1.8272e-05,8.2944e-05
15,0.000265984,8.3968e-05
15,0.000209888,8.3744e-05
15,1.7536e-05,8.592e-05
15,1.8208e-05,8.6016e-05
15,1.6608e-05,8.3968e-05
15,1.7696e-05,8.5472e-05
15,1.6928e-05,8.4896e-05
15,1.7248e-05,8.3904e-05
15,1.808e-05,8.4992e-05
15,1.712e-05,8.5568e-05
15,1.8368e-05,8.6016e-05
15,1.728e-05,8.6016e-05
15,1.7536e-05,8.4992e-05
15,1.7568e-05,8.6016e-05
15,1.8464e-05,8.3968e-05
15,1.7376e-05,8.4992e-05
15,1.7632e-05,8.4672e-05
15,1.7024e-05,8.5888e-05
15,1.8016e-05,8.5504e-05
15,1.7504e-05,8.6016e-05
15,1.7472e-05,8.3968e-05
15,1.7504e-05,8.4992e-05
15,1.7472e-05,8.464e-05
15,1.6896e-05,8.5408e-05
15,1.7088e-05,8.4512e-05
15,1.7312e-05,8.4992e-05
15,1.8272e-05,8.6016e-05
15,1.7632e-05,8.704e-05
15,1.696e-05,8.3968e-05
15,1.7152e-05,8.6016e-05
16,1.9136e-05,8.2944e-05
16,1.6896e-05,8.4768e-05
16,1.7344e-05,8.3968e-05
16,1.9072e-05,8.5696e-05
16,1.7216e-05,8.5536e-05
16,1.6992e-05,8.6016e-05
16,1.7344e-05,8.3968e-05
16,1.7152e-05,8.4992e-05
16,1.9264e-05,8.432e-05
16,1.7312e-05,8.4992e-05
16,1.76e-05,8.4736e-05
16,1.7216e-05,8.5824e-05
16,1.7824e-05,8.5568e-05
16,1.6928e-05,8.6016e-05
16,1.7344e-05,8.464e-05
16,1.7536e-05,8.56e-05
16,1.872e-05,8.3968e-05
16,1.7184e-05,8.4992e-05
16,1.7216e-05,8.4864e-05
16,1.7216e-05,8.4992e-05
16,1.792e-05,8.4992e-05
16,1.7888e-05,8.656e-05
16,1.7408e-05,8.368e-05
16,1.696e-05,8.4448e-05
16,1.9104e-05,8.3968e-05
16,1.792e-05,8.5664e-05
16,1.9424e-05,8.3968e-05
16,1.7376e-05,8.56e-05
16,1.7504e-05,8.6016e-05
16,1.7888e-05,8.5792e-05
16,1.7504e-05,8.3968e-05
16,1.7376e-05,8.5952e-05
16,1.8784e-05,8.3968e-05
16,1.7216e-05,8.3968e-05
16,1.6896e-05,8.4992e-05
16,1.7344e-05,8.4992e-05
16,1.7248e-05,8.5568e-05
16,1.68e-05,8.6496e-05
16,1.7984e-05,8.3968e-05
16,1.7696e-05,8.4992e-05
16,1.8272e-05,8.3904e-05
16,1.696e-05,8.5824e-05
16,1.7504e-05,8.4896e-05
16,1.7728e-05,8.3968e-05
16,1.712e-05,8.4992e-05
16,1.7088e-05,8.6016e-05
16,1.6928e-05,8.3424e-05
16,1.872e-05,8.5792e-05
16,1.904e-05,8.3968e-05
16,1.7056e-05,8.5568e-05
16,1.8208e-05,8.56e-05
16,1.7792e-05,8.704e-05
16,1.8112e-05,8.4992e-05
16,1.7344e-05,8.576e-05
16,1.7184e-05,8.4992e-05
16,1.7632e-05,8.656e-05
16,1.8752e-05,8.3968e-05
16,1.7984e-05,8.5536e-05
16,1.696e-05,8.3968e-05
16,1.7632e-05,8.5792e-05
16,1.7632e-05,8.5856e-05
16,1.6864e-05,8.688e-05
16,1.76e-05,8.3968e-05
16,1.6928e-05,8.6016e-05
16,1.8528e-05,8.288e-05
16,1.7024e-05,8.2944e-05
16,1.744e-05,8.3968e-05
16,1.712e-05,8.4992e-05
16,1.744e-05,8.592e-05
16,1.7248e-05,8.6752e-05
16,1.7824e-05,8.3648e-05
16,1.7344e-05,8.4992e-05
16,1.9712e-05,8.3648e-05
16,1.7312e-05,8.464e-05
16,1.7792e-05,8.4992e-05
16,0.000166048,8.2944e-05
16,1.4112e-05,8.56e-05
16,1.7312e-05,8.6016e-05
16,1.8016e-05,8.4512e-05
16,1.8656e-05,8.5504e-05
16,1.8688e-05,8.3968e-05
16,1.7344e-05,8.4672e-05
16,1.7696e-05,8.4512e-05
16,1.8176e-05,8.5472e-05
16,1.7248e-05,8.6016e-05
16,1.7248e-05,8.576e-05
16,1.7024e-05,8.3968e-05
16,1.7568e-05,8.4992e-05
16,1.8976e-05,8.3936e-05
16,1.7344e-05,8.3968e-05
16,1.7888e-05,8.5472e-05
16,1.6928e-05,8.5888e-05
16,1.7024e-05,8.6592e-05
16,1.6352e-05,8.6016e-05
16,1.7664e-05,8.4608e-05
16,1.8176e-05,8.6016e-05
16,1.8976e-05,8.4832e-05
16,1.9136e-05,8.5792e-05
16,1.8304e-05,8.3968e-05
16,1.7312e-05,8.4992e-05
17,1.7504e-05,8.6016e-05
17,1.8208e-05,8.6016e-05
17,1.8112e-05,8.4544e-05
17,1.7632e-05,8.4992e-05
17,1.6864e-05,8.3648e-05
17,1.7792e-05,8.4992e-05
17,1.7024e-05,8.3584e-05
17,1.7568e-05,8.5536e-05
17,1.824e-05,8.4992e-05
17,1.8944e-05,8.6016e-05
17,1.8784e-05,8.5792e-05
17,1.8912e-05,8.672e-05
17,2.0128e-05,8.592e-05
17,1.8912e-05,8.6016e-05
17,1.92e-05,8.592e-05
17,1.792e-05,8.6944e-05
17,1.8528e-05,8.704e-05
17,1.9072e-05,8.7872e-05
17,1.8816e-05,8.56e-05
17,1.7888e-05,8.704e-05
17,1.888e-05,8.448e-05
17,1.7888e-05,8.6016e-05
17,1.7792e-05,8.5568e-05
17,1.7824e-05,8.6016e-05
17,1.9392e-05,8.9088e-05
17,1.8752e-05,8.7104e-05
17,1.8464e-05,9.4112e-05
17,1.7728e-05,9.264e-05
17,1.8496e-05,8.7968e-05
17,2.2368e-05,8.5536e-05
17,0.000194144,8.368e-05
17,1.6832e-05,8.6016e-05
17,1.7248e-05,8.5728e-05
17,1.5616e-05,8.4992e-05
17,1.7536e-05,8.2944e-05
17,1.5968e-05,8.5536e-05
17,1.8528e-05,8.2944e-05
17,1.8592e-05,8.4992e-05
17,1.7824e-05,8.4992e-05
17,1.7664e-05,8.704e-05
17,0.000200064,8.592e-05
17,1.824e-05,8.6656e-05
17,1.6672e-05,8.4704e-05
17,1.6576e-05,8.3968e-05
17,1.9136e-05,8.3968e-05
17,1.8144e-05,8.4448e-05
17,1.6992e-05,8.3968e-05
17,1.7088e-05,8.5728e-05
17,1.7312e-05,8.4992e-05
17,1.6672e-05,8.4992e-05
17,1.7792e-05,8.4544e-05
17,1.8176e-05,8.4992e-05
17,1.9168e-05,8.3968e-05
17,1.8016e-05,8.4512e-05
17,1.7792e-05,8.4992e-05
17,1.7152e-05,8.4864e-05
17,1.7312e-05,8.5504e-05
17,1.7792e-05,8.704e-05
17,1.712e-05,8.3968e-05
17,1.7312e-05,8.6016e-05
17,1.8432e-05,8.3744e-05
17,1.7568e-05,8.4992e-05
17,1.7216e-05,8.464e-05
17,1.7568e-05,8.6016e-05
17,1.696e-05,8.5632e-05
17,1.7184e-05,8.4992e-05
17,1.696e-05,8.3968e-05
17,0.000137792,8.2944e-05
17,1.8496e-05,8.4992e-05
17,1.792e-05,8.4576e-05
17,1.7184e-05,8.4768e-05
17,1.6928e-05,8.4864e-05
17,1.792e-05,8.5632e-05
17,1.728e-05,8.6784e-05
17,1.7312e-05,8.3648e-05
17,1.7344e-05,8.3968e-05
17,1.904e-05,8.4736e-05
17,1.776e-05,8.3968e-05
17,1.7664e-05,8.5504e-05
17,1.7312e-05,8.5888e-05
17,1.7472e-05,8.4992e-05
17,1.7312e-05,8.6592e-05
17,1.7568e-05,8.464e-05
17,1.776e-05,8.5664e-05
17,1.8656e-05,8.3808e-05
17,1.744e-05,8.6016e-05
17,1.712e-05,8.5664e-05
17,1.7216e-05,8.6624e-05
17,1.776e-05,8.5952e-05
17,1.7536e-05,8.5856e-05
17,1.76e-05,8.3968e-05
17,1.7216e-05,8.4768e-05
17,1.9136e-05,8.2944e-05
17,1.68e-05,8.3968e-05
17,1.7856e-05,8.3968e-05
17,1.8016e-05,8.5536e-05
17,1.7312e-05,8.6016e-05
17,1.6992e-05,8.6016e-05
17,1.7696e-05,8.3968e-05
17,1.744e-05,8.5728e-05
18,1.9072e-05,8.3968e-05
18,1.7856e-05,8.4544e-05
18,1.7312e-05,8.4704e-05
18,1.7216e-05,8.192e-05
18,1.6768e-05,8.5856e-05
18,1.5744e-05,8.576e-05
18,1.7664e-05,8.4576e-05
18,1.536e-05,8.5824e-05
18,1.6864e-05,8.3712e-05
18,1.7536e-05,8.4992e-05
18,1.728e-05,8.3968e-05
18,1.7856e-05,8.4736e-05
18,1.7728e-05,8.56e-05
18,1.7568e-05,8.5472e-05
18,1.696e-05,8.3968e-05
18,1.7696e-05,8.6528e-05
18,1.8912e-05,8.3968e-05
18,1.7728e-05,8.688e-05
18,1.776e-05,8.4672e-05
18,1.808e-05,8.4992e-05
18,1.7184e-05,8.4992e-05
18,1.8048e-05,8.5824e-05
18,1.7504e-05,8.352e-05
18,1.728e-05,8.4992e-05
18,1.8656e-05,8.4992e-05
18,1.7888e-05,8.448e-05
18,1.7536e-05,8.5344e-05
18,1.7856e-05,8.592e-05
18,1.7376e-05,8.656e-05
18,1.7696e-05,8.3968e-05
18,1.7024e-05,8.464e-05
18,1.7344e-05,8.6016e-05
18,1.904e-05,8.4352e-05
18,1.7792e-05,8.4832e-05
18,1.7088e-05,8.4992e-05
18,1.712e-05,8.5472e-05
18,1.696e-05,8.6016e-05
18,1.6992e-05,8.6016e-05
18,1.6288e-05,8.192e-05
18,1.6896e-05,8.5536e-05
18,1.712e-05,8.3872e-05
18,1.712e-05,8.4992e-05
18,1.6128e-05,8.5024e-05
18,1.6064e-05,8.4992e-05
18,1.5968e-05,8.5472e-05
18,7.7952e-05,8.3968e-05
18,1.6736e-05,8.3968e-05
18,0.00020272,8.3968e-05
18,1.9072e-05,8.4992e-05
18,1.712e-05,8.56e-05
18,1.7376e-05,8.464e-05
18,1.7664e-05,8.6016e-05
18,1.7664e-05,8.4992e-05
18,1.7472e-05,8.6016e-05
18,1.6672e-05,8.4992e-05
18,1.7952e-05,8.4992e-05
18,1.8368e-05,8.4864e-05
18,1.7504e-05,8.4992e-05
18,1.7376e-05,8.4992e-05
18,1.7056e-05,8.6016e-05
18,1.7024e-05,8.6528e-05
18,0.000136736,8.496e-05
18,1.6416e-05,8.3616e-05
18,1.6832e-05,8.496e-05
18,1.8944e-05,8.4992e-05
18,1.6928e-05,8.4704e-05
18,1.6864e-05,8.4608e-05
18,1.792e-05,9.0784e-05
18,1.632e-05,8.464e-05
18,1.6992e-05,8.5824e-05
18,1.6448e-05,8.4576e-05
18,1.7216e-05,8.4992e-05
18,1.9008e-05,8.3808e-05
18,1.6736e-05,8.464e-05
18,1.6928e-05,8.4896e-05
18,1.7248e-05,8.5504e-05
18,1.7632e-05,8.4992e-05
18,1.7792e-05,8.6016e-05
18,1.6992e-05,8.4992e-05
18,1.6736e-05,8.48e-05
18,1.8976e-05,8.3968e-05
18,1.8112e-05,8.3968e-05
18,1.6704e-05,8.3968e-05
18,1.904e-05,8.5568e-05
18,1.7376e-05,8.5632e-05
18,1.7248e-05,8.4992e-05
18,1.7088e-05,8.448e-05
18,1.6928e-05,8.5536e-05
18,1.8944e-05,8.3968e-05
18,1.792e-05,8.4992e-05
18,1.7568e-05,8.4992e-05
18,1.76e-05,8.4992e-05
18,1.8496e-05,8.6016e-05
18,1.7856e-05,8.6528e-05
18,1.7312e-05,8.3968e-05
18,1.7728e-05,8.5568e-05
18,1.8464e-05,8.3968e-05
18,1.9008e-05,8.5632e-05
18,1.8496e-05,8.3968e-05
18,1.7568e-05,8.5888e-05
19,1.7312e-05,8.6592e-05
19,1.8912e-05,8.6496e-05
19,1.8176e-05,8.4992e-05
19,1.744e-05,8.3968e-05
19,1.8944e-05,8.4992e-05
19,1.8016e-05,8.3968e-05
19,1.7472e-05,8.4576e-05
19,1.7696e-05,8.4992e-05
19,1.728e-05,8.5568e-05
19,1.6928e-05,8.7552e-05
19,1.776e-05,8.448e-05
19,1.7248e-05,8.5504e-05
19,1.8304e-05,8.368e-05
19,1.76e-05,8.4704e-05
19,1.7184e-05,8.4672e-05
19,1.7184e-05,8.3968e-05
19,1.7088e-05,8.6016e-05
19,1.7248e-05,8.5472e-05
19,1.7504e-05,8.3968e-05
19,1.7248e-05,8.4992e-05
19,0.000548352,8.2176e-05
19,1.5936e-05,8.464e-05
19,1.6e-05,8.4992e-05
19,1.5552e-05,8.6016e-05
19,1.6352e-05,8.448e-05
19,1.5328e-05,8.6016e-05
19,1.7344e-05,8.464e-05
19,1.7024e-05,8.6688e-05
19,1.872e-05,8.704e-05
19,1.7504e-05,8.6016e-05
19,1.7056e-05,8.3968e-05
19,1.8176e-05,8.3968e-05
19,1.712e-05,8.6016e-05
19,1.7312e-05,8.6016e-05
19,1.6992e-05,8.2944e-05
19,1.7152e-05,8.6016e-05
19,1.8816e-05,8.3968e-05
19,1.7664e-05,8.4768e-05
19,1.7024e-05,8.4576e-05
19,1.7408e-05,8.6016e-05
19,1.7504e-05,8.5504e-05
19,1.728e-05,8.4992e-05
19,1.776e-05,8.3968e-05
19,1.8208e-05,8.4864e-05
19,1.8592e-05,8.2944e-05
19,1.7984e-05,8.3968e-05
19,1.7024e-05,8.4992e-05
19,1.7504e-05,8.6016e-05
19,1.7632e-05,8.5664e-05
19,1.7312e-05,8.704e-05
19,1.744e-05,8.3968e-05
19,1.7696e-05,8.5472e-05
19,1.9168e-05,8.3808e-05
19,1.696e-05,8.5536e-05
19,1.7056e-05,8.4992e-05
19,1.6896e-05,8.56e-05
19,1.728e-05,8.3968e-05
19,1.728e-05,8.672e-05
19,1.7824e-05,8.4704e-05
19,1.776e-05,8.4992e-05
19,1.9136e-05,8.3808e-05
19,1.6928e-05,8.5728e-05
19,1.744e-05,8.3968e-05
19,1.7216e-05,8.5472e-05
19,1.6832e-05,8.4992e-05
19,1.7312e-05,8.5856e-05
19,1.6736e-05,8.4736e-05
19,1.7664e-05,8.5792e-05
19,1.8496e-05,8.2944e-05
19,1.7536e-05,8.5696e-05
19,1.728e-05,8.4992e-05
19,1.7824e-05,8.6528e-05
19,1.7024e-05,8.5568e-05
19,1.7664e-05,8.6496e-05
19,1.8752e-05,8.4544e-05
19,1.7824e-05,8.6592e-05
19,1.8816e-05,8.4992e-05
19,1.7152e-05,8.3616e-05
19,1.7376e-05,8.5696e-05
19,1.7856e-05,8.4512e-05
19,1.6736e-05,8.6016e-05
19,1.7568e-05,8.6592e-05
19,1.7472e-05,8.4448e-05
19,1.7888e-05,8.4992e-05
19,1.9136e-05,8.4672e-05
19,1.7696e-05,8.4992e-05
19,1.7888e-05,8.5504e-05
19,1.7216e-05,8.4512e-05
19,1.728e-05,8.5664e-05
19,1.7184e-05,8.3968e-05
19,1.7408e-05,8.384e-05
19,1.8304e-05,8.5696e-05
19,1.8848e-05,8.4992e-05
19,1.76e-05,8.3968e-05
19,1.728e-05,8.5088e-05
19,1.7408e-05,8.5728e-05
19,1.6864e-05,8.5696e-05
19,1.7824e-05,8.6496e-05
19,1.696e-05,8.4e-05
19,1.712e-05,8.4992e-05
20,1.9328e-05,8.4704e-05
20,1.7632e-05,8.4896e-05
20,1.776e-05,8.4992e-05
20,1.7792e-05,8.6016e-05
20,1.7536e-05,8.6016e-05
20,1.7344e-05,8.5664e-05
20,1.7248e-05,8.3968e-05
20,1.776e-05,8.4448e-05
20,1.904e-05,8.3968e-05
20,1.872e-05,8.4512e-05
20,1.9104e-05,8.4608e-05
20,1.696e-05,8.3968e-05
20,1.7056e-05,8.5632e-05
20,1.8752e-05,8.6016e-05
20,1.7664e-05,8.3872e-05
20,1.7856e-05,8.6016e-05
20,1.872e-05,8.4992e-05
20,1.7376e-05,8.4992e-05
20,1.7216e-05,8.4992e-05
20,1.7184e-05,8.4992e-05
20,1.7504e-05,8.5568e-05
20,1.7536e-05,8.6016e-05
20,1.7056e-05,8.4512e-05
20,1.7664e-05,8.6016e-05
20,1.8656e-05,8.3968e-05
20,1.7408e-05,8.4992e-05
20,1.808e-05,8.4544e-05
20,1.8496e-05,8.6624e-05
20,1.8464e-05,8.5728e-05
20,1.7888e-05,8.6912e-05
20,1.7664e-05,8.3968e-05
20,1.808e-05,8.5472e-05
20,1.856e-05,8.3968e-05
20,1.7792e-05,8.6496e-05
20,1.8944e-05,8.4992e-05
20,1.6832e-05,8.56e-05
20,1.7728e-05,8.4992e-05
20,1.7088e-05,8.704e-05
20,1.728e-05,8.4544e-05
20,1.808e-05,8.5952e-05
20,1.8848e-05,8.3968e-05
20,1.7664e-05,8.4992e-05
20,1.8336e-05,8.4928e-05
20,1.7792e-05,8.5728e-05
20,1.6736e-05,8.4992e-05
20,1.7216e-05,8.5664e-05
20,1.8816e-05,8.4608e-05
20,1.8496e-05,8.4992e-05
20,0.001038848,8.0288e-05
20,7.8464e-05,8.2944e-05
20,1.632e-05,8.3968e-05
20,1.5232e-05,8.5888e-05
20,0.000204864,8.4704e-05
20,1.7728e-05,8.656e-05
20,1.7696e-05,8.3904e-05
20,1.7408e-05,8.4992e-05
20,1.9488e-05,8.3776e-05
20,1.7152e-05,8.6016e-05
20,1.808e-05,8.4992e-05
20,1.7088e-05,8.4992e-05
20,1.696e-05,8.5504e-05
20,1.7344e-05,8.5504e-05
20,1.7632e-05,8.3968e-05
20,1.7568e-05,8.576e-05
20,1.9296e-05,8.4992e-05
20,1.8912e-05,8.448e-05
20,1.7152e-05,8.4608e-05
20,1.744e-05,8.3968e-05
20,1.7408e-05,8.5696e-05
20,1.728e-05,8.6528e-05
20,1.6768e-05,8.3968e-05
20,1.7696e-05,8.4992e-05
20,1.728e-05,8.3808e-05
20,1.7312e-05,8.3968e-05
20,1.6896e-05,8.4672e-05
20,1.7184e-05,8.6016e-05
20,1.9008e-05,8.5472e-05
20,1.648e-05,8.4704e-05
20,1.648e-05,8.3968e-05
20,1.7216e-05,8.6016e-05
20,1.8656e-05,8.4992e-05
20,1.7536e-05,8.5472e-05
20,1.776e-05,8.3968e-05
20,1.6864e-05,8.5824e-05
20,1.7024e-05,8.4992e-05
20,1.776e-05,8.5696e-05
20,1.7376e-05,8.3968e-05
20,1.712e-05,8.4992e-05
20,1.8848e-05,8.4992e-05
20,1.776e-05,8.5696e-05
20,1.7696e-05,8.48e-05
20,1.7472e-05,8.6624e-05
20,1.712e-05,8.6016e-05
20,1.7408e-05,8.6016e-05
20,1.7824e-05,8.3968e-05
20,1.7728e-05,8.4992e-05
20,1.8176e-05,8.448e-05
20,1.7536e-05,8.56e-05
20,1.7248e-05,8.5152e-05
20,1.9136e-05,8.4704e-05
21,1.7632e-05,8.592e-05
21,1.7216e-05,8.576e-05
21,1.7504e-05,8.352e-05
21,1.6992e-05,8.6016e-05
21,1.9072e-05,8.3968e-05
21,1.76e-05,8.3744e-05
21,1.7792e-05,8.4992e-05
21,1.7568e-05,8.5696e-05
21,1.7856e-05,8.5568e-05
21,1.6864e-05,8.592e-05
21,1.6736e-05,8.448e-05
21,1.6928e-05,8.4992e-05
21,1.904e-05,8.3776e-05
21,1.7536e-05,8.4992e-05
21,1.7632e-05,8.4992e-05
21,1.7472e-05,8.6016e-05
21,1.7312e-05,8.4992e-05
21,1.7344e-05,8.6944e-05
21,1.7632e-05,8.352e-05
21,1.7408e-05,8.56e-05
21,1.7472e-05,8.3968e-05
21,1.6992e-05,8.6528e-05
21,1.7408e-05,8.464e-05
21,1.7216e-05,8.5504e-05
21,1.7696e-05,8.6016e-05
21,1.7344e-05,8.6592e-05
21,1.744e-05,8.448e-05
21,1.7376e-05,8.4992e-05
21,1.9296e-05,8.3872e-05
21,1.7184e-05,8.4544e-05
21,1.7568e-05,8.4672e-05
21,1.7312e-05,8.5536e-05
21,1.7568e-05,8.8064e-05
21,1.7088e-05,8.6016e-05
21,1.7536e-05,8.3968e-05
21,1.7248e-05,8.464e-05
21,1.8688e-05,8.4768e-05
21,1.7504e-05,8.3968e-05
21,1.76e-05,8.3968e-05
21,1.7408e-05,8.4992e-05
21,1.7792e-05,8.6016e-05
21,1.7536e-05,8.6016e-05
21,1.7344e-05,8.5536e-05
21,1.7952e-05,8.5952e-05
21,1.8752e-05,8.3808e-05
21,1.7952e-05,8.4992e-05
21,1.8144e-05,8.4992e-05
21,1.76e-05,8.6016e-05
21,1.7792e-05,8.6016e-05
21,1.696e-05,8.6016e-05
21,1.7216e-05,8.3968e-05
21,1.7632e-05,8.6016e-05
21,1.8528e-05,8.3968e-05
21,1.9232e-05,8.4992e-05
21,1.8272e-05,8.4544e-05
21,1.7664e-05,8.576e-05
21,0.000134688,8.3968e-05
21,1.376e-05,8.5536e-05
21,1.68e-05,8.2944e-05
21,1.6736e-05,8.672e-05
21,0.000652832,8.2688e-05
21,1.6096e-05,8.3776e-05
21,1.6448e-05,8.5568e-05
21,1.5488e-05,8.4992e-05
21,1.7216e-05,8.56e-05
21,7.4528e-05,8.496e-05
21,1.7248e-05,8.4448e-05
21,0.000205696,8.2944e-05
21,1.8368e-05,8.24e-05
21,1.7472e-05,8.4832e-05
21,1.7312e-05,8.4576e-05
21,1.7696e-05,8.4992e-05
21,1.7856e-05,8.5504e-05
21,1.6992e-05,8.6592e-05
21,1.696e-05,8.4672e-05
21,1.7536e-05,8.592e-05
21,1.8528e-05,8.4768e-05
21,1.7856e-05,8.464e-05
21,1.6896e-05,8.3968e-05
21,1.7216e-05,8.5504e-05
21,1.7536e-05,8.4992e-05
21,1.776e-05,8.576e-05
21,1.7824e-05,8.2944e-05
21,1.9104e-05,8.6496e-05
21,1.8912e-05,8.3968e-05
21,1.7344e-05,8.3968e-05
21,1.7376e-05,8.4992e-05
21,1.7856e-05,8.6624e-05
21,1.76e-05,8.5568e-05
21,1.7856e-05,8.3968e-05
21,1.7184e-05,8.3968e-05
21,1.7728e-05,8.4992e-05
21,1.9392e-05,8.3968e-05
21,1.776e-05,8.4544e-05
21,1.728e-05,8.4768e-05
21,1.7376e-05,8.6016e-05
21,1.8272e-05,8.4992e-05
21,1.7664e-05,8.6016e-05
21,1.7312e-05,8.3424e-05
21,1.6928e-05,8.56e-05
22,1.8912e-05,8.3904e-05
22,1.7376e-05,8.3712e-05
22,1.68e-05,8.4928e-05
22,1.7312e-05,8.5792e-05
22,1.728e-05,8.5504e-05
22,1.9008e-05,8.6016e-05
22,1.7824e-05,8.3968e-05
22,1.7184e-05,8.4992e-05
22,1.84e-05,8.3648e-05
22,1.744e-05,8.6016e-05
22,1.7312e-05,8.4992e-05
22,1.6768e-05,8.544e-05
22,1.76e-05,8.6016e-05
22,1.7728e-05,8.6016e-05
22,1.7408e-05,8.3968e-05
22,1.7472e-05,8.4992e-05
22,1.8752e-05,8.4992e-05
22,1.7344e-05,8.448e-05
22,1.7024e-05,8.4992e-05
22,1.6896e-05,8.5952e-05
22,1.7472e-05,8.4992e-05
22,1.744e-05,8.6016e-05
22,1.6864e-05,8.2944e-05
22,1.76e-05,8.7008e-05
22,1.8944e-05,8.4992e-05
22,1.6864e-05,8.4992e-05
22,1.6896e-05,8.4992e-05
22,1.7568e-05,8.6016e-05
22,1.7696e-05,8.6016e-05
22,1.7088e-05,8.592e-05
22,1.776e-05,8.3968e-05
22,1.7344e-05,8.4992e-05
22,1.8368e-05,8.3968e-05
22,1.7664e-05,8.4992e-05
22,1.7696e-05,8.4992e-05
22,1.904e-05,8.6592e-05
22,1.76e-05,8.5632e-05
22,1.7696e-05,8.4992e-05
22,1.7184e-05,8.4448e-05
22,1.7216e-05,8.4992e-05
22,1.8304e-05,8.3936e-05
22,1.7664e-05,8.4992e-05
22,1.6864e-05,8.4992e-05
22,1.7344e-05,8.5792e-05
22,1.744e-05,8.5888e-05
22,1.7312e-05,8.592e-05
22,1.7056e-05,8.3456e-05
22,1.7056e-05,8.6016e-05
22,1.8368e-05,8.3968e-05
22,1.744e-05,8.3968e-05
22,0.000149184,8.2944e-05
22,1.8752e-05,8.5728e-05
22,1.7632e-05,8.496e-05
22,1.6864e-05,8.5888e-05
22,1.696e-05,8.3712e-05
22,1.7088e-05,8.4864e-05
22,1.936e-05,8.3968e-05
22,1.7888e-05,8.4672e-05
22,1.7344e-05,8.4768e-05
22,1.6992e-05,8.4992e-05
22,1.6896e-05,8.5472e-05
22,1.7888e-05,8.4992e-05
22,1.76e-05,8.3968e-05
22,1.8624e-05,8.656e-05
22,1.9456e-05,8.4992e-05
22,1.744e-05,8.4576e-05
22,1.6896e-05,8.3968e-05
22,1.7024e-05,8.4704e-05
22,1.7696e-05,8.6016e-05
22,1.7888e-05,8.6016e-05
22,1.7856e-05,8.3968e-05
22,1.7024e-05,8.4992e-05
22,1.936e-05,8.4832e-05
22,1.7824e-05,8.4992e-05
22,1.7056e-05,8.3968e-05
22,1.744e-05,8.3968e-05
22,1.6832e-05,8.4992e-05
22,1.7216e-05,8.56e-05
22,1.7792e-05,8.4768e-05
22,0.00110352,8.2944e-05
22,4.8416e-05,8.2912e-05
22,1.6352e-05,8.4992e-05
22,0.000204,8.3968e-05
22,1.7216e-05,8.4576e-05
22,1.744e-05,8.5472e-05
22,1.7088e-05,8.4992e-05
22,1.7088e-05,8.4512e-05
22,1.808e-05,8.4992e-05
22,1.84e-05,8.3648e-05
22,1.728e-05,8.5728e-05
22,1.7568e-05,8.448e-05
22,1.7248e-05,8.4512e-05
22,1.6608e-05,8.6016e-05
22,1.7632e-05,8.6016e-05
22,1.728e-05,8.2944e-05
22,1.744e-05,8.6016e-05
22,1.9296e-05,8.3904e-05
22,1.888e-05,8.6016e-05
22,1.7216e-05,8.4736e-05
22,1.7376e-05,8.5568e-05
23,1.7888e-05,8.5568e-05
23,1.7536e-05,8.4704e-05
23,1.8048e-05,8.2944e-05
23,1.7376e-05,8.3968e-05
23,1.8816e-05,8.4672e-05
23,1.7312e-05,8.3968e-05
23,1.7184e-05,8.4992e-05
23,1.7536e-05,8.448e-05
23,1.7408e-05,8.5536e-05
23,1.7792e-05,8.5632e-05
23,1.76e-05,8.3712e-05
23,1.7216e-05,8.4992e-05
23,1.7952e-05,8.4832e-05
23,1.7152e-05,8.3968e-05
23,1.7856e-05,8.4576e-05
23,1.7824e-05,8.3968e-05
23,1.7344e-05,8.6016e-05
23,1.7024e-05,8.5664e-05
23,1.728e-05,8.3968e-05
23,1.7568e-05,8.5472e-05
